40 40
0 0
0.001621 0.01707
0.006475 0.026197
0.014529 0.036312
0.025732 0.04699
0.04001 0.057142
0.057272 0.066677
0.077405 0.075746
0.10028 0.084202
0.12575 0.092004
0.15364 0.099088
0.18378 0.10543
0.21597 0.11097
0.25 0.11566
0.28565 0.11946
0.3227 0.1223
0.36089 0.12411
0.39999 0.12481
0.43973 0.12426
0.47987 0.12235
0.52013 0.11892
0.56027 0.11381
0.60001 0.10695
0.63911 0.098407
0.6773 0.088455
0.71435 0.077492
0.75 0.06623
0.78403 0.055549
0.81622 0.046102
0.84636 0.037889
0.87426 0.030724
0.89972 0.024801
0.9226 0.020019
0.94273 0.015794
0.95999 0.01182
0.97427 0.008107
0.98547 0.004834
0.99352 0.002244
0.99838 0.000577
1 0
0 0
0.001621 -0.001976
0.006475 -0.00493
0.014529 -0.007513
0.025732 -0.01001
0.04001 -0.012525
0.057272 -0.014983
0.077405 -0.017226
0.10028 -0.019318
0.12575 -0.021214
0.15364 -0.022877
0.18378 -0.024304
0.21597 -0.025466
0.25 -0.026357
0.28565 -0.026977
0.3227 -0.027302
0.36089 -0.02733
0.39999 -0.027065
0.43973 -0.026505
0.47987 -0.025652
0.52013 -0.024494
0.56027 -0.023028
0.60001 -0.021274
0.63911 -0.019239
0.6773 -0.016865
0.71435 -0.014081
0.75 -0.010938
0.78403 -0.007663
0.81622 -0.004646
0.84636 -0.00213
0.87426 -0.000215
0.89972 0.001069
0.9226 0.001761
0.94273 0.001957
0.95999 0.001792
0.97427 0.001378
0.98547 0.000884
0.99352 0.000429
0.99838 0.000113
1 0
