21 21
0 0
0.0061558 0.013503
0.024472 0.025893
0.054497 0.036867
0.095492 0.046049
0.14645 0.053083
0.20611 0.057712
0.273 0.059841
0.34549 0.059557
0.42178 0.057108
0.5 0.052862
0.57822 0.047242
0.65451 0.040686
0.727 0.03361
0.79389 0.026405
0.85355 0.019438
0.90451 0.013071
0.9455 0.0076508
0.97553 0.0035014
0.99384 0.00089119
1 -1.6653e-17
0 0
0.0061558 -0.013503
0.024472 -0.025893
0.054497 -0.036867
0.095492 -0.046049
0.14645 -0.053083
0.20611 -0.057712
0.273 -0.059841
0.34549 -0.059557
0.42178 -0.057108
0.5 -0.052862
0.57822 -0.047242
0.65451 -0.040686
0.727 -0.03361
0.79389 -0.026405
0.85355 -0.019438
0.90451 -0.013071
0.9455 -0.0076508
0.97553 -0.0035014
0.99384 -0.00089119
1 1.6653e-17
